Product,price,Shipping_cost
Samsung Galaxy Note 10+ SM-N975U Sprint Unlocked 256GB White Very Good,$289.99,34.62
Samsung SM-J320P Galaxy J3 Sprint Cell Phone  GOOD (Gold),$19.00,33.34
Samsung Jitterbug SPH-A120 Cellular Phone White,$29.99,27.72
"Samsung Galaxy S4 SIV i9500 3G Wifi Original Octa-core 13MP 16GB ROM 2GB RAM 5""",$64.14,ree s
Samsung Galaxy Z Flip4 SM-F721U 128GB Carrier Unlocked,$319.95,81.79
Samsung Galaxy Note 10+ 5G N976V Verizon Unlocked 256GB Black C Extreme Burn,$199.99,31.96
Samsung SM g350 SMARTPHONE FOR SPARES REPAIRS PARTS,$16.00,9.50 
For Samsung A12 2021 / A125 LCD Touch Screen Assembly Replacement Phone Screen,$22.88,4.99 
Samsung Galaxy S5 SM-G900T T-MOBILE Smartphone Pearl White /16GB,$82.68,41.72
Samsung Galaxy S22 SM-S901U 128GB Phantom Black 6.1'' 8K Camera T-Mobile - Good,$269.00,34.00
⭐ GSM UNLOCKED ⭐ Samsung Galaxy A51 ⭐ 128GB Black SM-A515U - Excellent,$149.00,30.46
Samsung SCH-U380 Brightside Verizon Cell Phone Rare  Works Sold Asis,$12.00,33.14
ORIGINAL SAMSUNG SGH D600 BATTERY BATTERY ORIGINAL BATTERY,$16.11,16.11
Samsung Galaxy A20 SM-A205U - 32GB - Black (Verizon) (Single SIM),$60.00,41.38
Original Unlocked SAMSUNG GALAXY YOUNG S6310 3G Wifi 3MP 4GB Smart Phone 3.27 in,$62.03,ree s
🌿 Simple Mobile Prepaid Samsung Galaxy A20 (32GB) 👉🆕No SIM card Included ⚠️,$99.99,21.75
Samsung Galaxy A54 5G 128GB (Unlocked) SM-A546U Black - Excellent Condition,$259.95,33.73
Samsung Galaxy A12 (A125U ) metropcs looks great works great clean esn FREE SHIP,$126.91,29.81
new GENUINE Samsung D820 ULTRA SLIM Slide brand new unused boxed Europe vintage,$214.88,53.72
Samsung Freeform 5 Cellular Phone Model SCH-R480 US Cellular - FOR PARTS ONLY,$6.65,17.80
Samsung Galaxy A50 SM-A505F Android Original 4GB RAM 64GB ROM Phone,$130.67,ree s
Unlocked / T-Mobile / Metro Samsung Galaxy A21 A215U 4G LTE Smart Phone *A GRADE,$79.90 to $98.80,35.37
"Samsung Galaxy S21 5G SM-G991U -128GB T-Mobile / Metro / Mint Mobile, White (B)",$219.00,32.52
Samsung Galaxy Note 20 5G N981U 128GB Gray (Factory Unlocked) - C GRADE,$195.00,31.81
FOR PARTS -  Samsung Galaxy S20 FE 5G - 128GB - Cloud Navy - AT&T - 3917,$89.99,28.72
New ListingSamsung Galaxy Tab S7 (Wifi) SM-T870 WIFI 128GB Mystic Black C,$279.99,35.09
Samsung Galaxy S10 SM-G973U1 Verizon Unlocked 128GB Prism Black Very Good,$169.99,31.85
Samsung Model - SM-G357FZ Motherboard. (Used) Working,$16.34,11.32
AT&T Samsung A157V A157 Black Flip Phone Works Charges,$29.99,17.80
For Samsung Galaxy S22 Ultra 5G Case Hybrid Shockproof Glitter Bling Clear Cover,$11.39,26.40
BASIC   ELDERLY EMERGENCY RETRO SAMSUNG E570V UNLOCKED WORKING,$31.44,17.61
Samsung- Black- AT & T- 2.0 Mega-Cell Phone (PARTS ONLY) NO CORDS.,$25.00,35.50
"2.8"" Samsung S5580 3G Slider Mobile Phone 3.2MP ONLY Support Chinese English",$76.94,ree s
Samsung GT S5570 SMARTPHONE WORKING TESTED UNLOCKED,$15.00,9.50 
Samsung Galaxy A9 (2018) (SM-A920F/DS) 128GB (GSM Unlocked) Dual SIM - K5593,$130.99,29.93
Samsung Galaxy Note 10+ 5G N976U T-mobile Unlocked 256GB Glow Good Heavy Burn,$239.99,33.14
SAMSUNG SGH A800 GSM UNLOCKED SIM FREE UNLOCK CELL PHONE,$48.34,16.11
"Original Samsung Corby GT-S3370 1.3MP 3G Android GPS WIFI 3G 2.6"" Touchscreen",$30.99,18.00
Samsung Galaxy S20+ 5G G986U Verizon Unlocked 128GB Blue Good Medium Burn,$179.99,31.37
Original Samsung Galaxy Express i8730 Dual Core 3G WIFI 8GB ROM 1GB RAM Camera,$45.99,18.00
Samsung Galaxy S21 5G SM-G991U - 128GB - Phantom Violet (Unlocked),$340.00,45.46
Samsung Galaxy A01 S111D Smartphone - 16GB - Black (TracFone) (Single SIM),$49.45,36.50
Samsung Galaxy Note 20 Ultra 5G N986U Verizon ULK 128GB Black Good Medium Burn,$309.99,35.21
Samsung Galaxy Z Flip 4 F721U1 Factory Unlocked 256GB Bespoke Edition Excellent,$329.99,36.57
Samsung Galaxy A42 5G SM-A426U 128GB Prism Dot Black (Unlocked) - Good,$129.00,22.61
"New SEALED SAMSUNG GALAXY A9 (2018) SM A920F DUAL SIM 128 GB 6.3"" 4G LTE BLUE",$616.28,48.06
Samsung Galaxy Note 20 5G N981U 128GB Bronze  (Factory Unlocked) - C GRADE,$209.00,32.23
"Samsung Galaxy S21 5G SM-G991U -128GB T-Mobile / Metro / Mint Mobile, White (B)",$219.00,32.52
Samsung Galaxy Tab A8.4 SM-T307U 32GB - Parts Only,$49.99,28.31
New ListingSamsung Galaxy Tab S7 (Wifi) SM-T870 WIFI 128GB Mystic Black C,$279.99,35.09
Samsung Galaxy S10 SM-G973U1 Verizon Unlocked 128GB Prism Black Very Good,$169.99,31.85
Samsung Model - SM-G357FZ Motherboard. (Used) Working,$16.34,11.32
Samsung Galaxy S22 Ultra Card Holder Case Wallet Case Shockproof Bumper Cover,$18.76,19.36
1m USB to Type C Charger Charging Cable For Samsung S23 Ultra S22 A53 S10+,$7.53,12.58
AT&T Samsung A157V A157 Black Flip Phone Works Charges,$29.99,17.80
Samsung Galaxy J3 Prime - 16GB (SM-J327) - LOCKED - PLS CHOOSE CARRIER OPTION,$25.99,32.78
DEFECTIVE - Samsung Galaxy S20 5G- 128GB - Gray - GSM Unlocked - SM-G981U - 3622,$135.37,30.06
"Samsung Galaxy S7 SM-G930U Black 5.1"" Display 4 GB Ram 32GB 12 MP Smartphone",$49.12,63.27
*SBI* LOT OF 4 SAMSUNG GALAXY NOTE 5 (N920V N920P) PHONES 32GB| FOR P@RTS/REPAIR,$169.99,31.08
BASIC   ELDERLY EMERGENCY RETRO SAMSUNG E570V UNLOCKED WORKING,$31.44,17.61
Samsung- Black- AT & T- 2.0 Mega-Cell Phone (PARTS ONLY) NO CORDS.,$25.00,35.50
Samsung Galaxy A03s - 32GB - Black (Verizon) - Good,$79.00,28.39
"2.8"" Samsung S5580 3G Slider Mobile Phone 3.2MP ONLY Support Chinese English",$76.94,ree s
USED  Samsung Galaxy A42 5G SM-A426U 128GB Black VERIZONLocked,$94.99,28.86
Samsung Galaxy Note 10+ 5G N976U T-mobile Unlocked 256GB Glow Good Heavy Burn,$239.99,33.14
Samsung Galaxy A20 SM-A205U 32GB 3GB RAM Black (GSM Unlocked) Good - SHADOW,$79.00,28.39
New ListingSamsung Galaxy Note 10+ SM-N975U T-mobile Unlocked 512GB Black Good Medium Burn,$219.99,32.55
"Original Samsung Corby GT-S3370 1.3MP 3G Android GPS WIFI 3G 2.6"" Touchscreen",$30.99,18.00
Samsung Galaxy J7 SM-J700T T-Mobile Unlocked 16GB White C Heavy Burn,$45.00,27.39
"Samsung XCOVER 4, the audio claw, otherwise all working.",$37.60,32.23
Samsung Galaxy S20+ 5G G986U Verizon Unlocked 128GB Blue Good Medium Burn,$179.99,31.37
Samsung Galaxy S9+ SM-G965 64GB Black Purple Blue Unlocked Ligh Shadow on LCD,$129.99,29.90
Samsung Galaxy A5 2017 32GB Black Black Android Smartphone A520F,$85.90,37.60
Original Samsung Galaxy Express i8730 Dual Core 3G WIFI 8GB ROM 1GB RAM Camera,$45.99,18.00
Samsung Galaxy S21 5G SM-G991U - 128GB - Phantom Violet (Unlocked),$340.00,45.46
Samsung Galaxy S20 FE 5G UW Verizon 128GB Cloud Navy,$180.00,31.37
"Android Samsung Galaxy J3 (2016) J320h j320h/ds 8MP Original Phone 5.0"" Dual SIM",$57.52,ree s
Samsung Galaxy A12 - 32GB - Black (AT&T) (Single SIM),$110.00,66.66
Samsung Galaxy Note 20 Case Armor Shockproof Case Heavy Duty hybrid Rugged Cover,$21.90,26.71
Samsung Galaxy S21 5G G991U (Fully Unlocked) 128GB Phantom Gray (Fair),$195.99,32.62
Samsung Galaxy S21 FE 5G SM-G990U AT&T Unlocked 128GB Graphite C,$189.99,31.67
Samsung Galaxy Note 20 Ultra Case Ring Holder Marble Luxury Pattern Soft Cover,$27.99,19.63
Samsung Galaxy Fold F900U - Space Gray (AT&T) For Parts Only,$139.00,30.16
"Android Samsung Galaxy Grand Prime SM-G530T 5MP 4G GPS WIFI Touchscreen 5""",$44.99,18.00
Samsung Galaxy S10 Lite (SM-G770U1) 128GB - Black (Unlocked) Smartphone - K0611,$148.99,30.46
"Unlocked Samsung Galaxy Trend Lite Duos S7392 3G 4GB 4"" 3.15MP Original Android",$61.72,ree s
Samsung Galaxy J7 J7008 Original Dual SIM 1.5GB RAM 16GB ROM Unlocked Cellphone,$76.14,ree s
Samsung Galaxy Z Flip 4 SM-F721U1 Factory Unlocked 256GB Bespoke Edition Good,$299.99,35.68
Dual SIM Samsung Galaxy A20s A207 SM-A207F 32GB ROM 3GB RAM Original Cellphone,$110.91,ree s
FOR PARTS - Samsung Galaxy S20 FE 5G - 128GB - Cloud Navy - GSM Unlocked - 3449,$79.99,28.42
Samsung Galaxy S22 Ultra Case Butterfly Design Cover Shockproof Protective Case,$28.76,19.65
Samsung Galaxy J7 (2018) SM-J737T1 - 16GB - Black (US Cellular) 2B2,$74.99,28.27
Samsung SGH-E330 Unlocked,$23.00,10.00
95% New Original Unlocked Samsung GT-E1205Y E1205Y Unlocked 2G GSM  Mobile Phone,$23.00,ree s
Samsung Galaxy S7 SM-G930P Sprint Unlocked 32GB Black Very Good,$69.99,28.13
Samsung SGH A107 - Silver (AT&T Go) Cellular Phone No SIM Card + Power Cord,$20.00,27.42
Original Samsung Galaxy Alpha G850F G850A Unlocked Quad Core 12MP 32GB 4.7 in,$113.73,ree s
Great Samsung Galaxy J7 SM-J700 - 16GB - White (T-Mobile) Smartphone,$57.98,27.77
SAMSUNG RUGBY 4 SM-B780A AT&T Mp3 3G 3MP Player Flip Phone Bluetooth,$64.14,ree s
Original 1.52 in Samsung E1200M E1200 Pusha 2G GSM 900 / 1800 Unlocked Cellphone,$47.99,ree s
Samsung Galaxy S7 Verizon (SM-G930V) 32GB Gold Unlocked Tested,$99.97,29.01
Samsung Galaxy Premier I9260 Rom 4GB 8MP Touchscreen Android Smartphone Original,$66.84,ree s
"Samsung Galaxy S4 SIV i9500 3G Wifi Octa-core Original 13MP 16GB ROM 2GB RAM 5""",$63.95,ree s
Samsung Galaxy J7 SM-J727R4 - 16GB - Black (US Cellular),$52.99,28.40
Samsung Galaxy A12 6.5'' 32GB 4GB RAM  Black A125U (GSM Unlocked) - Good,$95.00,28.86
Cracked Samsung Galaxy S8 Plus G955U Att Works Great Clean Esn FREE SHIPPING,$89.91,28.71
Samsung Galaxy S22 Ultra Card Holder Case Wallet Case Shockproof Bumper Cover,$18.76,19.36
"Wholesale Samsung S3850 Corby II WIFI 3.2"" Capacitive Touch Screen Cell Phone",$30.99,18.00
Samsung A51 5G Black T-Mobile 64 GB Good Condition Light burn shadows (see Pics),$95.00,34.81
Samsung Metro E2202 Dual Sim Original Bar Style Phone Unlocked Cellphone,$49.77,ree s
New ListingSamsung Galaxy S4 (SPH-L720T) 16GB - Blue (Sprint) Smartphone Q4831,$31.99,27.01
Samsung Galaxy A52 5G Black 6+128GB Unlocked AT&T T-Mobile - Used Excellent,$169.00,31.05
New ListingSamsung Galaxy S22 Ultra - 512GB - Black (Unlocked) **See Condition**,$525.00,42.32
Samsung Galaxy A90 5G SM-A908B - 128GB - Black (Unlocked) Smartphone,$229.99,10.00
Samsung Galaxy Note 10+ 5G N976U T-mobile Unlocked 256GB Glow Good Heavy Burn,$239.99,33.14
For Samsung Galaxy S8 Full Body 360 Silicone Gel Clear Dual Case Cover Gel Case,$4.26,35.22
new GENUINE Samsung D820 ULTRA SLIM Slide brand new unused boxed Europe vintage,$214.88,53.72
Samsung Galaxy A20 SM-A205U 32GB ROM 3GB RAM Unlocked Smartphone-New Unopened,$107.00,ree s
SAMSUNG ILLUSION SMARTPHONE Prepaid Phone VZW-SKU SCHI110NPP~ NEW~,$30.55,40.73
FOR AT&T Samsung Galaxy A13 SM-A135U -32GB - Black - Good,$69.99,28.13
Excellent! TracFone Samsung Galaxy A23 A236U 5G 64GB - 6.6 inch Black Smartphone,$119.00,29.57
SAMSUNG SCH-R7 40C Black  - Free Shipping,$8.00,31.25
Samsung Galaxy J2 Core SM-J260F/DS (2018) Original Android Mobile Phone Dual SIM,$98.38,ree s
SAMSUNG SCH-R375C Black,$25.00,33.52
Samsung Galaxy S4 (SGH-i337) 16GB - Black (AT&T) Smartphone - Clean IMEI - Q4787,$42.99,27.33
Samsung SGH S125G Black and Silver TracFone Cell Phone & Accessories See Photos,$9.99,55.40
Samsung Galaxy S20 FE 5G 128GB [SM-G781V] Cloud Navy (Verizon) Smartphone,$134.95,22.78
3G Samsung Xcover 271 B2710 2.0MP Camera Keyboard UMTS 900 / 2100 Phone,$59.36,ree s
Samsung Galaxy Z Flip 4 F721U1 Factory Unlocked 256GB Bespoke Edition Very Good,$329.90,36.57
Samsung Galaxy A03s 32GB Black SM-A037U (Wi-Fi) Very Good - For parts only,$59.00,27.80
Samsung Galaxy Note20 5G 128GB SM-N981U Bronze Gray Green (Unlocked) - Good,$275.00 to $285.00,34.47
Samsung Galaxy S10 Lite (SM-G770U1) 128GB - Black (Unlocked) Smartphone - Q5702,$128.99,29.87
Samsung Galaxy S10 G973U Factory Unlocked 128GB Black Very Good Medium Burn,$125.00,29.75
Samsung Galaxy S4 (SGH-i337) 16GB - Red (AT&T) Smartphone - Clean IMEI - Q4793,$42.99,27.33
"Samsung C3560 Original Unlocked 2.2"" 2MP Bluetooth Stylish Flip Mobile Phone",$44.99,18.00
Samsung sprint model: sph- m560,$75.45,36.24
SAMSUNG SGH E330 CELL PHONE,$5.36,16.11
Samsung Galaxy A21s Dual Sim 32GB/ 64GB/ 128GB Unlocked Smartphone- New Unopened,$159.58 to $211.69,ree s
Samsung Galaxy J7 J700T - 16GB - White - TMobile - Fair Condition,$54.00,27.65
Samsung Galaxy S22 SM-S901U 128GB Phantom Black 6.1'' 8K Camera T-Mobile - Good,$269.00,34.00
Samsung SGH-Z230 (Orange) Silver Cell Phone GSM 3G,$63.74,66.80
Samsung Galaxy Note 10+ SM-N975U Verizon Unlocked 256GB Aura White Very Good,$279.99,35.09
Samsung Galaxy Z Flip 3 5G SM-F711U T-Mobile Unlocked 128GB Lavender Very Good,$239.99,33.91
SAMSUNG SCH-R375C Black,$25.00,33.52
Samsung Galaxy S4 (SGH-i337) 16GB - Black (AT&T) Smartphone - Clean IMEI - Q4787,$42.99,27.33
Samsung SGH S125G Black and Silver TracFone Cell Phone & Accessories See Photos,$9.99,55.40
Samsung Galaxy S6 Edge SM-G925A - 32GB - White Pearl (AT&T) Used,$139.34,37.11
"For Samsung Galaxy S22 Ultra 6.8"" Case Shockproof Armor Cover/Belt Clip Holster",$13.86,26.47
Samsung Galaxy S5 SM-G900T T-MOBILE Smartphone Pearl White /16GB,$82.68,41.72
Samsung Galaxy S20 FE 5G 128GB [SM-G781V] Cloud Navy (Verizon) Smartphone,$134.95,22.78
"4G LTE Android Samsung Galaxy Xcover 3 (Value Edition) SM-G389F 4.5"" Smartphone",$79.19,ree s
New ListingSamsung Galaxy S22 Ultra - 512GB - Black (Unlocked) **See Condition**,$525.00,42.32
Verizon Wireless Samsung Galaxy J36v Android Smartphone Grade B (Screen burn),$39.99,35.23
Samsung Galaxy S4 White 16GB ( Verizon Wireless) VERY CLEAN! W/CHGR - Fast Ship!,$40.00,35.23
Samsung Galaxy Mega 5.8 I9152 Dual SIM 8MP 3G Unlocked Smartphone - New Sealed,$57.00,27.74
"Android Samsung Galaxy Grand Prime SM-G530T 5MP 4G GPS WIFI Touchscreen 5""",$44.99,18.00
"Samsung C3560 Original Unlocked 2.2"" 2MP Bluetooth Stylish Flip Mobile Phone",$44.99,18.00
SAMSUNG SGH E330 CELL PHONE,$5.36,16.11
SAMSUNG SGH J400 GSM SIM FREE UNLOCK UNLOCKED CELL PHONE,$32.22,16.11
Samsung Galaxy A31 (SM-A315G/DS) 128GB - Blue (GSM Unlocked) Dual SIM - K5253,$148.99,30.46
Samsung Galaxy S22 SM-S901U - 128GB - Phantom  Green  (T-Mobile),$520.00,45.74
Samsung Xplorer GT-B2100 Black/Grey (Without Simlock) Dust and Waterproof!!,$147.11,48.35
Phone Samsung Galaxy Note5 N920T T-Mobile N920P Sprint N920A AT&T N920V Verizon,$112.44,ree s
7978N - Samsung SGH-D980 Cell Phone,$53.72,40.83
Samsung Instinct S30 SPH-M810 - Black (Sprint) Cellular Phone Brand New in Box,$99.00,28.98
New ListingSamsung Galaxy S4 (SPH-L720T) 16GB - Blue (Sprint) Smartphone Q4831,$31.99,27.01
Samsung SGH T401G - Black (Net10) Cellular Phone,$49.95,34.49
"Samsung Galaxy A32 5G 6.5"" 64GB A326U Awesome Black (GSM Unlocked) - Good",$115.00,29.45
Samsung Galaxy A32 5G SM-A326U - 64GB - Awesome Black (Boost Mobile) (Single...,$199.00,38.68
READ BEFORE BUY Samsung SGH A137 - Blue (Unlocked) Fast Ship Excellent Used,$38.88,27.21
7853N - Samsung SGH-Z400 Cell Phone,$37.60,40.83
"Samsung Corby GT-S3370 1.3MP 3G Android GPS WIFI 3G 2.6"" Touchscreen Original",$31.96,12.58
Samsung SPH-A640 Cell Phone,$101.05,38.99
Boost Mobile Samsung Galaxy J3 SM-J320P Android 4GLTE Smartphone Cellphone GSM,$38.00,27.18
Samsung Galaxy S10+ SM-G975U - 128GB - Prism Blue (Metro) (Single SIM),$165.00,39.78
Android Samsung Galaxy J2 Core SM-J260F/DS (2018) Original Mobile Phone Dual SIM,$97.90,ree s
Samsung Galaxy S10 - 128GB - Factory Unlocked - Very Good Condition,$219.99,32.55
Samsung Galaxy A13 6.6'' SM-A135U 32GB 3GB RAM Black AT&T Smartphone - Good,$105.00,29.93
Samsung Galaxy Grand Prime SM-G530 Cricket CRACKED GLASS,$13.50,59.73
Samsung Galaxy J3 Emerge SM-J327P (16GB),$15.00,36.13
Samsung Galaxy A12 SM-A125U T-Mobile Unlocked 32GB Black Good Light Burn,$85.00,28.57
Samsung Galaxy Grand Prime SM-G530AZ - 8GB - White (Cricket) Smartphone,$25.00,32.70
Samsung Galaxy Z Flip 3 5G F711U T-Mobile Unlocked 128GB Green C Light Burn,$169.99,31.08
"Samsung XCOVER 4,Broken Window But Not Display For Rest It All Works.",$32.23,32.23
Samsung Galaxy S20+ 5G G986U Factory Unlocked 128GB Black Very Good Medium Burn,$169.99,31.08
"Samsung Intensity SCH-U450 Verizon Red 2.1"" LCD QWERTY Slider Flip Cell Phone",$20.67,63.52
Samsung Galaxy A30s (SM-A307G/DS) 64GB (GSM Unlocked) Dual SIM Smartphone - M709,$105.99,29.19
Samsung Galaxy A30s (SM-A307G/DS) 64GB (GSM Unlocked) Dual SIM Smartphone - M709,$105.99,29.19
Samsung Galaxy S20 5G 128GB G981UW Unlocked with LCD Shadows - Very Good,$175.99,31.25
Samsung Galaxy A20 SM-A205U ONLY T-Mobile 32GB Black Android - Cracked Screen,$44.95,27.39
Samsung Galaxy A20 SM-A205U - 32 GB - Black (Unlocked) (Single SIM),$99.00,28.98
Samsung Galaxy A12 SM-A125U T-Mobile Unlocked 32GB Black Good Light Burn,$85.00,28.57
Samsung Galaxy Grand Prime SM-G530AZ - 8GB - White (Cricket) Smartphone,$25.00,32.70
Samsung Galaxy Light 8 (T-Mobile) Smartphone 6391,$34.99,27.09
"Samsung XCOVER 4,Broken Window But Not Display For Rest It All Works.",$32.23,32.23
Samsung Galaxy S20+ 5G G986U Factory Unlocked 128GB Black Very Good Medium Burn,$169.99,31.08
New Samsung Galaxy A5 2017 A520F 32GB Unlocked Smartphone Excellent one,$93.07,23.48
DEFECTIVE -  Samsung Galaxy S10 - Black - 128GB - GSM Unlocked - SM-G973U - 3262,$106.59,29.21
"Samsung Galaxy S6 Active G890A Octa Core Android Cellphone 3GB+32GB 16MP 5.1""",$80.74,18.00
Samsung Galaxy S4 (SGH-i337) 16GB - Red (AT&T) Smartphone - Clean IMEI - Q4793,$42.99,27.33
DEFECTIVE - Samsung Galaxy S20+5G - 128GB - Black - US Cellular - SM-G986U -3425,$139.02,30.16
Samsung Galaxy S7 SM-G930P Sprint Unlocked 32GB Black Good Light Burn,$55.00,27.68
Samsung Galaxy S10 SM-G973U Factory Unlocked 128GB Prism White C Medium Burn,$115.00,29.45
Samsung Convoy 3 SCH-U660 - Grey (Verizon) Cellularphone Scratches,$28.50,32.70
Samsung Galaxy C5 SM-C5000 Original 32/64GB 4GB RAM LTE Smartphone Unlocked,$127.63 to $144.55,ree s
Samsung Galaxy Exhilarate SGH-I577 - 4GB - Black (AT&T) Smartphone AS-IS,$30.00,19.69
Samsung Galaxy Note 10+ SM-N975U Verizon Unlocked 256GB Aura White C Light Burn,$229.99,32.85
Factory Unlocked Samsung Galaxy S21 (G991U) 128GB Gray Smartphone - Good,$235.00,32.99
MIXED LOT OF 10 ASSORTED SMARTPHONES LG MOTOROLA SAMSUNG COOLPAD ZTE FOR PARTS,$33.00,71.60
"Motorola Moto G8 Power Lite Xt2055-2 2020,64GB,Blue  At&T",$60.00,28.60
Samsung Galaxy S20+ 5G G986U Verizon Unlocked 128GB Black Excellent Medium Burn,$179.99,31.37
Samsung Jitterbug J SPH-A310 - White,$62.00,27.89
Samsung Freeform 4 Sch-r390 - OPEN BOX,$15.99,32.48
SAMSUNG SGH E910 SERENE BATTERYCOVER,$42.97,16.11
"Samsung Galaxy J5 (2016) J510FN 5.2"" Quad Core Single SIM 4G LTE Smartphone",$89.86,ree s
Samsung Galaxy A22 5G (SM-A226BR/DSN) 128GB (GSM Unlocked) Dual SIM - CRACKED,$99.99,29.01
samsung galaxy phone,$80.58,12.89
SAMSUNG SGH Z510 GSM UNLOCKED SIM FREE UNLOCK CELL PHONE,$42.97,16.11
Unlocked Samsung Galaxy A6 (2018) A600 A600F Android 32GB ROM Mobile Phone,$99.63,ree s
Samsung Galaxy Note 20 Ultra 5G - 128/512GB - Unlocked Verizon - Excellent,$529.99,42.47
For Samsung Galaxy S23 Ultra Heavy Duty Shockproof Rugged Case Cover + Belt Clip,$13.86,26.47
SAMSUNG SM-S911U (MMP000463),$479.99,56.22
"Samsung Galaxy S4 SIV i9500 3G Wifi Octa-core Original 13MP 16GB ROM 2GB RAM 5""",$63.95,ree s
2016 Samsung Galaxy A5 SM-A510F A5100 16GB Octa-core 4G LTE 13MP Android 5.2'',$83.84,ree s
Samsung SPH-M300 - Silver and Black ( Sprint ) Cellular Flip Phone,$9.99,32.35
"Unlocked Samsung S7562 Galaxy S Duos 4"" 3G 4GB Original 5MP Dual Sim Android GPS",$35.00,ree s
Samsung Galaxy A6 - 32GB - Gold (Unlocked),$80.99,35.22
Samsung SCH-i545 Galaxy S4 Verizon Phone  GREAT (SCHI545ZKV),$60.00,35.83
Samsung Galaxy A3 - 8MP 128GB - Gray (SM-A346BZKAEUB) Smartphone,$425.46,61.24
Kyocera Brigadier E6782 16GB Black (Verizon) Smartphone (GSM+CDMA) No Power,$14.88,26.50
Gts6812 Samsung AT&T Black Phone,$29.99,26.95
Samsung Messager Touch R631 Handset (CDMA),$19.99,27.42
"Samsung Convoy 3 (SCH-U680), Metallic Gray (Verizon) 3G Cellular Phone - GREAT",$14.95,26.50
Samsung Galaxy S10 SM-G973U 128GB Black (AT&T Unlocked) - Certified Pre-Owned,$229.99,32.85
Samsung Galaxy Note10+ 5G N976U 256GB Unlocked with LCD Shadows - Very Good,$233.99,32.96
Samsung Galaxy XCover 5 SM-G525F/DS - 64GB - Black (Unlocked) (Dual SIM) A1 Cond,$94.33, 
samsung galaxy phone,$80.58,12.89
Samsung Galaxy S21 Ultra 5G 128/256/512GB AT&T T-Mobile Unlocked Verizon Fair,$319.99,35.50
"Unlocked Samsung S7562 Galaxy S Duos 4"" 3G 4GB Original 5MP Dual Sim Android GPS",$35.00,ree s
Original Samsung Galaxy Win i8552 Dual SIM Quad core 3G GPS WIFI 4GB TouchScreen,$52.68,18.00
Samsung Galaxy S10+ SM-G975U Verizon Unlocked 128GB Prism Blue C Extreme Burn,$149.99,30.49
Samsung Delve SCH-R800 - Black (U.S. Cellular) Cellular Phone,$20.00,77.12
"Samsung Galaxy On7 G6000 4G Factory Android Unlocked 5.5""Smartphone Original",$90.87,ree s
Samsung A32 | A325mds 128GB | Black New,$400.00,37.86
Samsung Galaxy S10 SM-G973U 128GB Black (AT&T Unlocked) - Certified Pre-Owned,$229.99,32.85
Samsung Galaxy Note 4 (SM-N910V) 32GB (Verizon) - IMAGE BURN - Clean IMEI -Q5944,$41.99,27.30
Samsung SCH U410 - Black and Silver (Verizon) Cellular Phone,$19.00,26.62
Samsung Mobile Phone,$125.78,8.80 
Samsung Galaxy A03 Core (SM-A032M/DS) 32GB - Black (GSM Unlocked) Dual SIM J6255,$87.99,28.66
Samsung Galaxy S5 Active G870A 16GB GSM unlocked Camo Green Excellent Condition,$69.50,20.85
Samsung Galaxy Victory SPH-L300 4G LTE Smartphone Gray 4G,$23.30,33.42
Samsung SGH A107 - Silver (AT&T) Cellular Phone ~ New,$22.95,37.50
Samsung Galaxy S7 SM-G930U 32GB Black Factory GSM Unlocked Otter Box Included,$69.99,32.90
Samsung Galaxy A10e SM-A102U 32GB Black (AT&T) Smartphone.,$44.99,38.14
Samsung Galaxy S6 SM-G920V 32GB Single SIM Smartphone Blue Topaz *Locked* A- NR,$119.95,29.60
Samsung Galaxy Z Flip 3 5G 128GB F711U1  Factory Unlocked- Any Carrier- READ,$214.95,78.69
Kyocera Brigadier E6782 16GB Black (Verizon) Smartphone (GSM+CDMA) No Power,$14.88,26.50
"For Samsung Galaxy S21,S21 Plus Case BLACK CLIP Shockproof Hybrid Stand Cover",$8.79,20.58
Samsung Brightside SCH-U380 Black (Verizon) Cellular Phone & Charger Works,$19.99,61.41
Samsung Galaxy C9 Pro (C9000) 6GB/64GB Original Smartphone Dual SIM 4G LTE,$109.77,ree s
Samsung Galaxy Note Edge SM-N915V 32GB ROM (Verizon) N915V Unlocked Smartphone,$104.74,ree s
Samsung Galaxy A03S/32GB/Black (FACTORY UNLOCKED) GSM/6.5”/GRADE A,$125.00,39.12
7853N - Samsung SGH-Z400 Cell Phone,$37.60,40.83
Samsung Galaxy A15 SM-A155F 128GB/4GB 4G LTE DS Unlock Android Smartphone - New,$213.80,27.65
Unlocked Samsung Galaxy Note GT-N7000 16GB 8.0MP Smartphone WiFi GPS Smartphone,$49.00,ree s
Samsung Galaxy J5 2017 J530F Single SIM J530F/DS Dual SIM 16GB Phone,$103.89 to $108.22,ree s
DEFECTIVE - Samsung Galaxy S10 - Black - 128 GB - GSM Unlocked - SM-G973U - 3199,$120.49,29.62
Samsung A847 Rugby II Bluetooth 3G Flip Phone HSDPA 850 / 1900 / 2100 2MP,$60.36,ree s
SAMSUNG GALAXY NOTE 10 LITE,$124.63, 
Samsung Galaxy Note 10+ N975U Factory Unlocked 256GB Blue Very Good Heavy Burn,$219.99,32.55
Samsung Galaxy S10 SM-G973U T-Mobile Unlocked 128GB Prism Black C,$119.99,29.60
Samsung Galaxy J7 V J727V (Verizon)J727A J727P J727T Smartphone 2GB/16GB ROM,$84.86,ree s
