,Product,Minimum_price,Maximum_price2,Shipping_cost
8600,Samsung Galaxy Note 10+ SM-N975U Verizon Unlocked 256GB Aura Glow C Medium Burn,209.99,209.99,32.26
8601,Samsung Galaxy S10 SM-G973U Sprint Unlocked 128GB Prism Black C Extreme Burn,119.99,119.99,29.60
8602,"16MP Android Samsung Galaxy Note 4 Duos Dual SIM N9100 5.7"" Smartphone 4G LTE",83.84,83.84,ree s
8603,AT&T Samsung Galaxy Alpha G850A 4G LTE Android White Smart Cell Phone * READ,24.8,24.8,26.79
8604,Samsung Galaxy Grand 3 G7200 Dual SIM 16GB ROM 1.5GB RAM Quad-core 13MP,54.14,54.14,18.00
8605,Samsung SGH P300 - Modern Black (Unlocked) Cellular Phone + FREE SHIPPING,60.0,60.0,ree s
8606,16 Used Cell Phones-Samsung-Nokia-T-Mobile-Blackberry-For Parts/Repair,30.09,30.09,83.77
8607,"Samsung SGH A927 Black (AT&T)...Slider Phone - Locked. Works, But Screen Cracked",5.25,5.25,39.44
8608,"Samsung Galaxy S4 SIV i9505 5"" Wifi 16GB Unlocked Phone 4G",65.88,65.88,ree s
8609,Case Friendly Tempered Glass Screen Protector For Samsung Galaxy Note 20 ULTRA,8.85,8.85,12.66
8610,Samsung Galaxy A01 SM-A015U 16GB 2GB RAM 13MP Camera Black (Verizon) - Excellent,69.0,69.0,28.10
8611,GSM UNLOCKED  Samsung Galaxy A20 32GB A205U Black Open Box W/ OEM Accessories,115.0,115.0,29.45
8612,Samsung Moment SPH-M900 - Black (Unlocked),109.55,109.55,37.24
8613,Samsung Intercept SPH-M910 - Black (Virgin Mobile) Cellular Phone,15.95,15.95,35.30
8614,Samsung Galaxy A9 A9000 2016 Duos dual-SIM Android Mobile Phone 4G LTE 13MP 6 in,83.34,83.34,ree s
8615,Original 3G Black Samsung SGH-A157 A157 GSM Cellular FlipPhone,64.59,64.59,ree s
8616,SAMSUNG NOTE 20 ULTRA 5G N986U1 128GB Mystic Bronze (FACTORY UNLOCKED) ❖SEALED❖,448.95,448.95,40.08
8617,Dual SIM Samsung Galaxy A20s A207 SM-A207F 3GB RAM 32GB ROM Cellphone Original,109.99,109.99,ree s
8618,Unlocked Samsung Galaxy A21 SM-A215U 32GB 3GB RAM 16MP 4G Smartphone- New Sealed,170.0,170.0,ree s
8619,Samsung Rugby 2  Black (AT&T),25.0,25.0,33.80
8620,Samsung Galaxy Note 10+ N975U Us cellular Unlocked 256GB Glow C Light Burn,229.99,229.99,32.85
8621,Samsung SGH-S125G - Black On Silver (TracFone),14.99,14.99,38.03
8622,"Cellphone Samsung Galaxy A10e SM-A102F Android 8.0MP 5.83"" 2/32GB Original",90.49,90.49,ree s
8623,Samsung Galaxy J1 (2016）Express 3 J120A (AT&T) J120AZ Mobile Phone Android,69.24,69.24,ree s
8624,Samsung Galaxy Note 5 N920 GSM Unlocked AT&T T Mobile  32GB Android Smartphone,450.0,450.0,39.34
8625,Samsung Galaxy Note 20 N981U 128GB Factory Unlocked (GSM+CDMA) Bronze SHADOW,199.0,199.0,31.93
8626,Samsung Galaxy S4 (GT-I9505) WHITE SOLD AS NOT WORKING,21.6,21.6,32.41
8627,Samsung GT-E1190 1190 E1190 Unlocked Original Buttons Stylish Flip Mobile Phone,50.34,50.34,ree s
8628,"BASIC SENIOR  SPARE EMERGENCY SAMSUNG SGH-C120 ON ORANGE,TALKHOME,CO-OP",20.25,20.25,17.72
8629,"ORIGINAL SIMPLE CHEAP PENSIONER BASIC SPARE SAMSUNG E2120 ON O2,TESCO",27.85,27.85,17.72
8630,4.5'' Samsung Galaxy A3 SM-A300F Original 16GB 4G LTE Quad-Core Android 8MP,73.0,73.0,ree s
8631,Samsung Galaxy A03 Core (SM-A032M/DS) 32GB - Black (GSM Unlocked) Dual SIM 62013,87.99,87.99,28.66
8632,Samsung Galaxy Grand Neo Plus DUOS i9060 I9060C 8GB GSM Unlocked 3G Smartphone,64.34,64.34,ree s
8633,Samsung Galaxy A01 16GB 5.7�۝Black SM-A015V - (Verizon)  Smartphone - Good,65.0,65.0,27.98
8634,Samsung Galaxy J5 2017 16GB Unlocked 4G  Android Smartphone Very Good Condition,94.92,94.92,23.68
8635,Samsung Galaxy S20+ 5G G986U1 Factory Unlocked 128GB Gray C Extreme Burn,139.99,139.99,30.19
8636,Samsung Sch-u660   Lot Of 16 Phones,100.0,100.0,117.1
8637,Samsung Galaxy S10 Lite (SM-G770U1) 128GB - Black (Unlocked) Smartphone - J6578,128.99,128.99,30.64
8638,Samsung Galaxy Note 10+ N975U Verizon Unlocked 256GB Black Good Extreme Burn,219.99,219.99,32.55
8639,Samsung Solstice II SGH-A817 - 256MB - Black (AT&T),16.48,16.48,35.15
8640,SAMSUNG SCH-S738C (GP) GPSAS738CB FOR PARTS OR REPAIR,5.0,5.0,31.21
8641,Samsung Sunburst SGH-A697 - Black (ATT Go Phone Prepaid,14.99,14.99,32.50
8642,Samsung Galaxy S8 64GB G950U Arctic Silver (AS-IS/For Parts) Read,36.87,36.87,31.14
8643,Samsung SCH-U660 Convoy 2 Verizon Cell Phone GOOD,14.95,14.95,26.50
8644,For Samsung Galaxy S21 FE 5G MagSafe Magnetic Case Slim Cover SM-G990,11.39,11.39,26.40
8645,Samsung SGH P300 - Modern Black (Unlocked) Cellular Phone + FREE SHIPPING,60.0,60.0,ree s
8646,Case Friendly Tempered Glass Screen Protector For Samsung Galaxy Note 20 ULTRA,8.85,8.85,12.66
8647,Samsung Galaxy S5 Mini 16GB Charcoal Black Android Smartphone G800H,59.36,59.36,37.81
8648,"Cellphone Samsung Galaxy A10e SM-A102F Android 8.0MP 5.83"" 2/32GB Original",90.49,90.49,ree s
8649,Samsung Galaxy J1 (2016）Express 3 J120A (AT&T) J120AZ Mobile Phone Android,69.24,69.24,ree s
8650,Samsung Galaxy S4 (GT-I9505) WHITE SOLD AS NOT WORKING,21.6,21.6,32.41
8651,Samsung GT-E1190 1190 E1190 Unlocked Original Buttons Stylish Flip Mobile Phone,50.34,50.34,ree s
8652,"BASIC SENIOR  SPARE EMERGENCY SAMSUNG SGH-C120 ON ORANGE,TALKHOME,CO-OP",20.25,20.25,17.72
8653,"Samsung Galaxy Z Flip3 128GB 6.7"" Black Smartphone Good - For part only",269.0,269.0,34.00
8654,"ORIGINAL SIMPLE CHEAP PENSIONER BASIC SPARE SAMSUNG E2120 ON O2,TESCO",27.85,27.85,17.72
8655,Samsung Galaxy S4 SGH-M919V 16GB Fast Shipping Engineering Test Phone,34.89,34.89,27.09
8656,4.5'' Samsung Galaxy A3 SM-A300F Original 16GB 4G LTE Quad-Core Android 8MP,73.0,73.0,ree s
8657,Samsung Gusto 2 SCH-U365 Gray Verizon Cell Phone -Bonus Headset-,154.85,154.85,65.28
8658,"For 6.5"" Samsung Galaxy A53 5G Shockproof Hybrid Heavy Duty Phone Case Cover",9.97,9.97,26.36
8659,Samsung Galaxy A01 SM-A015U 16GB 2GB RAM 13MP Camera Black (Verizon) - Excellent,69.0,69.0,28.10
8660,Samsung Galaxy Grand Neo Plus DUOS i9060 I9060C 8GB GSM Unlocked 3G Smartphone,64.34,64.34,ree s
8661,Samsung Galaxy A01 16GB 5.7�۝Black SM-A015V - (Verizon)  Smartphone - Good,65.0,65.0,27.98
8662,Samsung Sch-u660   Lot Of 16 Phones,100.0,100.0,117.1
8663,Samsung Galaxy S10 Lite (SM-G770U1) 128GB - Black (Unlocked) Smartphone - J6578,128.99,128.99,30.64
8664,GSM UNLOCKED  Samsung Galaxy A20 32GB A205U Black Open Box W/ OEM Accessories,115.0,115.0,29.45
8665,Samsung Galaxy Note 10+ N975U Verizon Unlocked 256GB Black Good Extreme Burn,219.99,219.99,32.55
8666,SAMSUNG NOTE 20 ULTRA 5G N986U1 128GB Mystic Bronze (FACTORY UNLOCKED) ❖SEALED❖,448.95,448.95,40.08
8667,Samsung Solstice II SGH-A817 - 256MB - Black (AT&T),16.48,16.48,35.15
8668,SAMSUNG SCH-S738C (GP) GPSAS738CB FOR PARTS OR REPAIR,5.0,5.0,31.21
8669,Samsung Sunburst SGH-A697 - Black (ATT Go Phone Prepaid,14.99,14.99,32.50
8670,"For Samsung Galaxy S22 6.1"" Case, Shockproof Slim Hybrid Protective PC Cover",10.51,10.51,26.37
8671,Samsung Galaxy Z Flip3 5G SM-F711U - 256GB - Phantom Black (T-Mobile) Dead Pixel,249.0,249.0,33.41
8672,Samsung Galaxy S20 FE 5G G781V Verizon ULK 128GB Navy Very Good Extreme Burn,119.99,119.99,29.60
8673,Original Unlocked SAMSUNG C3520 Mobile Phone Bluetooth MP3 FM GSM Flip Cellphone,37.0,37.0,ree s
8674,Black Samsung Galaxy A20 SM-A205U (USA) Android 3GB RAM 32GB ROM Phone,97.71,97.71,ree s
8675,"Original Android Samsung Galaxy J2 Core SM-J260G/DS 8MP Dual SIM 5.0""Phone",78.84,78.84,ree s
8676,Samsung Galaxy A50 SM-A505F 4GB RAM 64GB ROM Android Original Phone,130.49,130.49,ree s
8677,ZTE Majesty Pro 8GB Black Z798BL (TracFone) - Android Smartphone,30.0,30.0,32.90
8678,Samsung SPH-M390 Array Sprint Cell Phone,8.54,8.54,32.45
8679,Samsung A847 Rugby II Bluetooth 3G HSDPA 850 / 1900 / 2100 Flip Phone 2MP,57.52,57.52,ree s
8680,SAMSUNG SGH Z500 BATTERY BATTERY BATTERY,21.59,21.59,16.19
8681,Samsung Convoy 2 SCH-U660 Cellular Phone (Verizon Wireless) Clean ESN - WORKS 2,14.95,14.95,26.50
8682,Samsung Galaxy S Fascinate SCH-I500 - 16GB - Black Parts Only,15.0,15.0,34.16
8683,"BASIC  ELDERLY EMERGENCY  BIG SAMSUNG SGH-E420 ON ORANGE,TALKHOME,CO-OP",35.44,35.44,17.72
8684,Original Samsung Galaxy Win i8552 Dual SIM Unlocked Quad core 3G GPS WIFI 4GB,67.67,67.67,ree s
8685,"5"" Single Dual SIM Samsung Galaxy J2 Prime G532F G532H G532G 4G LTE Smartphone",68.0,70.85,ree s
8686,Samsung Galaxy S8 G950A AT&T G950T T-Mobile G950P Sprint G950V Verizon 64GB ROM,142.93,142.93,ree s
8687,"Samsung GALAXY Style DUOS I8262D 4.3"" 5.0MP Unlocked 3G Android OS 1.52GB ROM",72.37,72.37,ree s
8688,Unlocked Samsung Galaxy J7 Dual SIM J700F Original 1.5GB RAM 16GB ROM Cellphone,76.76,76.76,ree s
8689,SAMSUNG CELL PHONE FLIP PHONE SGH-A737 - Untested,10.0,10.0,33.18
8690,Samsung Galaxy Z Fold3 5G SM-F926U1 - 256GB -  black-factory Unlocked Zs826,450.0,450.0,39.34
8691,Samsung Galaxy J7 (SM-J737U) - 32GB Black Smartphone (GSM Xfinity/Verizon),24.99,24.99,37.09
8692,Samsung Galaxy J7 (SM-J737U) - 32GB Black Smartphone (GSM Xfinity/Verizon),24.99,24.99,37.09
8693,Unlocked Samsung Galaxy A21 SM-A215U 32GB 3GB RAM 16MP 4G Smartphone- New Sealed,170.0,170.0,ree s
8694,Samsung Galaxy Note 5 N920 GSM Unlocked AT&T T Mobile  32GB Android Smartphone,450.0,450.0,39.34
8695,Samsung Galaxy Note 20 N981U 128GB Factory Unlocked (GSM+CDMA) Bronze SHADOW,199.0,199.0,31.93
8696,"Samsung GALAXY Style DUOS I8262D 4.3"" 5.0MP Unlocked 3G Android OS 1.52GB ROM",72.37,72.37,ree s
8697,Unlocked Samsung Galaxy J7 Dual SIM J700F Original 1.5GB RAM 16GB ROM Cellphone,76.76,76.76,ree s
8698,SAMSUNG CELL PHONE FLIP PHONE SGH-A737 - Untested,10.0,10.0,33.18
8699,"Dual SIM Samsung Galaxy J4+ SM-J415F/DS J415F 6"" Android 13MP 2GB/16GB ROM Phone",92.01,92.01,ree s
8700,2x Samsung S150G - Black Cellular Phone / 1alcatel one touch a205g,70.01,70.01,51.18
8701,Samsung Galaxy J5 2017 16GB Unlocked 4G  Android Smartphone Very Good Condition,94.92,94.92,23.68
8702,"SIMPLE CHEAP KIDS ELDERLY SENIOR SPARE BASIC SAMSUNG GT-1080I 02 TESCO,GIFFGAFAF",18.99,18.99,17.72
8703,Samsung Galaxy S10 G973 128GB Verizon Sprint Unlocked Smartphone | Excellent,169.99,169.99,31.08
8704,Samsung Galaxy S10 G973U Sprint Unlocked 128GB Blue Very Good Heavy Burn,119.99,119.99,29.60
8705,Samsung Galaxy S20+ 5G G986U1 Factory Unlocked 128GB Gray C Extreme Burn,139.99,139.99,30.19
8706,Factory UNLOCKED Samsung Galaxy S21 Ultra 5G G998U 512/128GB -EXCELLENT-,399.95,399.95,37.86
8707,Samsung Galaxy S8 64GB G950U Arctic Silver (AS-IS/For Parts) Read,36.87,36.87,31.14
8708,"Samsung Galaxy M33 M336B/DS 5G 6.6"" DualSIM 6/128GB 50MP 5000mAh USA FreeSHIP",347.97,347.97,42.00
8709,[BROKEN] Samsung Galaxy Core Prime SM-G360V 8GB (Verizon) Smartphone Touch Issue,22.88,22.88,26.74
8710,Samsung SGH A107 - Silver (AT&T)Fast Shipping.,17.0,17.0,32.51
8711,Samsung Evergreen SGH-A667 - Black (AT&T) Basic Slider Cellular Phone parts only,20.3,20.3,32.61
8712,Samsung Galaxy S21 Ultra 5G SM-G998U T-Mobile Unlocked 128GB Phantom Black C,299.99,299.99,34.91
8713,Boost Mobile Samsung Galaxy J3 SM-J320P Android 4GLTE Smartphone Cellphone GSM,38.0,38.0,27.18
8714,"Samsung Galaxy S5 (SM-G900A) 16GB, Black (AT&T) Small Issue - Clean IMEI - Q1290",36.99,36.99,27.15
8715,Open Box Samsung J3 Emerge 16gb Sprint SPHJ327SLV,67.99,67.99,28.07
8716,Samsung Galaxy S8 SM-G950U - 64GB - Midnight Black (Verizon),179.99,179.99,32.14
8717,Samsung Galaxy S6 SM-G920V 32GB WITH OTTERBOX Verizon Smartphone-Black Sapphire,75.0,75.0,28.27
8718,Original Unlocked Samsung E1200M E1200 Pusha 1.52 in Cellphone 2G GSM 900 / 1800,47.99,47.99,ree s
8719,FAIR - Samsung Galaxy A51 S515DL 128GB 4G LTE Black Smartphone - Tracfone Locked,119.99,119.99,30.37
8720,Smartphone Parts and Repair Lot Phones Samsung Microsoft Galaxy,69.99,69.99,43.89
8721,Samsung Galaxy Note 4 (SM-N910A) 32GB - Black (AT&T) (GSM) - Clean IMEI - 61521,52.99,52.99,27.63
8722,Samsung Galaxy S22 SM-S901U1 Verizon Unlocked 128GB Violet Very Good,379.99,379.99,37.27
8723,TracFone Only Samsung Galaxy A21 32GB Black - Very Good,120.0,120.0,44.60
8724,Samsung Galaxy S9 Screen Protector High Sensitivity HD Tempered Glass 9H,7.99,7.99,31.85
8725,"Samsung S5690 Original Unlocked 3.65"" Screen Wifi 3G 3MP Camera Android Smart",72.19,72.19,ree s
8726,Samsung Galaxy Core Prime SM-G360T 4G LTE 8GB Android Smartphone,66.91,66.91,ree s
8727,Samsung Galaxy J7 V J727V (Verizon) J727P J727A J727T Smartphone 2GB/16GB ROM,84.68,84.68,ree s
8728,"Samsung Haven  Flip Cell Phone Model SCH-U320 (Verizon)  With Charger, Pouch",19.8,19.8,31.15
8729,Samsung Galaxy S10 SM-G973U Sprint Unlocked 128GB Prism Black Good,149.99,149.99,30.49
8730,Samsung Galaxy A20s (SM-A207M/DS) 32GB - Black (GSM Unlocked) Dual SIM - B187,79.99,79.99,28.42
8731,Samsung Galaxy S21+ 5G SM-G996U Factory Unlocked 128GB Phantom Silver C,219.99,219.99,32.55
8732,Original Cellphone Samsung Galaxy A20s A207 SM-A207F Dual SIM 32GB ROM 3GB RAM,111.29,111.29,ree s
8733,"Samsung Galaxy Trend Lite Duos S7392 Android Original 3G 4GB 4"" 3.15MP Unlocked",62.12,62.12,ree s
8734,Samsung Galaxy Note 10+ SM-N975U Verizon Unlocked 256GB Silver Good,259.99,259.99,33.73
8735,Samsung Galaxy Grand 2 G7102 Cards TouchScreen Original Quad-core Dual Sim,70.54,70.54,ree s
8736,4.5'' Samsung Galaxy A3 SM-A300F 16GB 4G LTE Quad-Core Original Android 8MP,73.29,73.29,ree s
8737,Samsung Galaxy S10+ SM-G975U Sprint Unlocked 128GB Prism Blue C Medium Burn,139.99,139.99,30.19
8738,Samsung Galaxy A10e 32GB SM-A102U (AT&T),69.0,69.0,33.10
8739,"Samsung Galaxy S20 FE 5G UW SM-G781V All Color  128GB 6.5"" (Verizon) -  Good",159.0,185.0,32.29
8740,NEW Samsung Galaxy S9 / S9+ Plus 64GB 4G LTE Unlocked - re SEALED BOX Grade A+.,164.16,189.47, 
8741,Samsung Galaxy Z Flip 4 SM-F721B Factory Unlocked 256GB Blue Good,299.99,299.99,35.68
8742,Awesome Samsung Galaxy S8 SM-G950U Blue AT&T Cellphone Crack Screen Work,84.96,84.96,33.57
8743,Samsung Galaxy S10 - 128GB - Factory Unlocked - Very Good Condition,219.99,219.99,32.55
8744,SAMSUNG SGH E340 GSM UNLOCKED SIM FREE UNLOCK CELL PHONE,26.99,26.99,16.19
8745,Samsung Galaxy Note20 5G SM-N981U - 128GB - Mystic Green (Unlocked),350.0,350.0,48.86
8746,Samsung Seek SPH-M330 - White (Sprint) Cellular Phone,19.0,19.0,35.49
8747,Original Samsung Galaxy MEGA 2 SM-G750A AT&T 16GB ROM 4G 1.2GB RAM LTE Cellphone,74.25,74.25,ree s
8748,Samsung Galaxy S7 SM-G930P - 32GB - Gold (Sprint/AT&T) Smartphone,95.0,95.0,37.80
8749,Samsung Galaxy S7 SM-G930P Sprint Unlocked 32GB Black Very Good,69.99,69.99,28.13
8750,"Samsung Galaxy S10e SM-G970U,128GB,6GB RAM Sprint,metro,T_mobile",119.99,119.99,30.37
8751,ORIGINAL CAR CHARGER FOR SAMSUNG SGH CELL PHONES READ PHOTO,16.19,16.19,16.19
8752,SAMSUNG GALAXY J36 V SM-J320V 16GB BLACK Screen CRACKED SCREEN For Parts Only,19.99,19.99,32.70
8753,Samsung Galaxy A51 5G SM-A516U 128GB Unlocked  Prism Blue - Good Condition,119.99,119.99,29.60
8754,Samsung Galaxy A21 SM-A215U 32GB 3GB RAM Black (GSM Unlocked) Smartphone - Good,105.0,105.0,29.93
8755,Samsung Galaxy S21 Ultra 5G SM-G998U 128GB Phantom Silver Unlocked  - IMAGE BURN,304.99,304.99,35.06
8756,Android Samsung Galaxy S5 mini G800H (USA) G800A (AT&T) Phone Original,73.58,73.58,ree s
8757,"Samsung Galaxy S4 CDMA SCH-I545 for Verizon 5"" 4G Original Wifi 16GB ROM 2GB RAM",65.28,65.28,ree s
8758,Android Samsung Galaxy J5 2017 J530F Single SIM J530F/DS Dual SIM 16GB ROM Phone,112.75,121.21,ree s
8759,Samsung Galaxy S10+ SM-G975U T-Mobile Unlocked 128GB Prism Black Good Heavy Burn,154.99,154.99,30.63
8760,Samsung Galaxy S3 16GB Verizon Smartphone 4G LTE Touchscreen Android Grade,57.43,57.43,97.28
8761,SAMSUNG SGH Z300 GSM UNLOCKED SIM FREE UNLOCK CELL PHONE,32.4,32.4,16.19
8762,"Vintage UnbrandedGo Samsung a137 2G GSM flip phone color screen, good condition",7.49,7.49,35.51
8763,READ 1ST Samsung Katalyst SGH-T739 Silver (T-Mobile) Fast Ship Test Cell Phone,34.88,34.88,27.09
8764,Samsung Galaxy A10e SM-A102U1 Cricket  32GB Grey/Blue Good,160.0,160.0,36.70
8765,Apple iPhone 5s 16GB Silver Black (ATT) A1533 Fast Ship Very Good Used,32.88,32.88,50.08
8766,SAMSUNG GT E2600 GSM UNLOCKED SIM FREE UNLOCK CELL PHONE,26.99,26.99,16.19
8767,WIFI Original Samsung 335 S3350 Unlocked Mobile Phones Bluetooth Mp3 Mp4 Player,56.04,56.04,ree s
8768,Samsung Galaxy S21+ 5G G996U T-Mobile Unlocked 128GB Black C Extreme Burn,169.99,169.99,31.08
8769,Unlocked / T-Mobile / Metro Samsung Galaxy A21 A215U 4G LTE Smart Phone *B GRADE,84.8,84.8,36.29
8770,Samsung Galaxy S20+ 5G G986U Verizon Unlocked 128GB Blue Good Heavy Burn,159.99,159.99,30.78
8771,Samsung Galaxy Note 10+ N975U Verizon Unlocked 256GB Glow Good Light Burn,229.99,229.99,32.85
8772,"Samsung Galaxy Mega 5.8 I9152 8MP 5.8"" Dual Core 1.5GB RAM 8GB ROM Cellphone",67.69,67.69,ree s
8773,"5"" Samsung Galaxy J5 Duos (2015) J5008 Dual SIM 1.5GB 8GB ROM Android Phone 13MP",71.04,71.04,ree s
8774,Samsung Galaxy S10 SM-G973U Verizon Unlocked 128GB Prism Black C Extreme Burn,119.99,119.99,29.60
8775,SAMSUNG SERENE SGH E910 CHARGER CHARGER,43.2,43.2,16.19
8776,Samsung Galaxy S10+ SM-G975U Sprint Unlocked 128GB Prism Black C Extreme Burn,139.99,139.99,30.19
8777,"Samsung Freeform 5 Cellular Phone, US Cellular, For Parts",5.99,5.99,33.83
8778,Samsung Galaxy A13 - 32GB - Black (Boost Mobile) (Single SIM) Smartphone,79.98,79.98,67.05
8779,🏯 Samsung Galaxy A12 - 32GB Black Total Wireless Smartphone 🆕👉NO SIM CARD ‼️,102.99,102.99,29.87
8780,Smartphone Samsung Galaxy Trend 3 G3502 with Dual-SIM Android Cellphone 3G 4GB,56.95,56.95,ree s
8781,Samsung Galaxy S10+ SM-G975U Sprint Unlocked 128GB Prism White C Extreme Burn,149.99,149.99,30.49
8782,"Dual SIM Samsung Galaxy A10 A105F/DS A105FN/DS Phone 6.2"" Android 13MP",96.03,96.03,ree s
8783,4G Samsung Galaxy A01 SM-A015A Smartphone 2GB RAM 16GB ROM Android,74.73,74.73,ree s
8784,Samsung E1310 Guru1310 Original 2G GSM 900 / 1800 Unlocked Flip phone,50.75,50.75,ree s
8785,SAMSUNG GT S5230 MOBILE PHONE,16.19,16.19,16.19
8786,Read* Samsung Galaxy Z Flip 3 5G - 128GB - Black (T-Mobile Unlock) ~55632,128.22,128.22,29.84
8787,Samsung Galaxy A54 5G SM-A546U T-Mobile Unlocked 128GB Black Very Good,249.99,249.99,34.21
8788,Samsung Galaxy S21 FE 5G SM-G990U1 Factory Unlocked 128GB Graphite C Light Burn,189.99,189.99,31.67
8789,Samsung Galaxy Z Flip 4 SM-F721B Factory Unlocked 256GB Blue Good,299.99,299.99,35.68
8790,Awesome Samsung Galaxy S8 SM-G950U Blue AT&T Cellphone Crack Screen Work,84.96,84.96,33.57
8791,Samsung Galaxy S10 - 128GB - Factory Unlocked - Very Good Condition,219.99,219.99,32.55
8792,Samsung Galaxy S10+ SM-G975U 128GB Single SIM Verizon Smartphone - Prism Black,340.0,340.0,37.68
8793,Cricket Wireless Black Mobile EasyGo Samsung Galaxy Express 3 SM-J120A Phone,125.0,125.0,29.75
8794,Samsung S8500 Wave 3G Mobile Phone Touch Screen GSM HSPA Slider Cellphone,73.12,73.12,ree s
8795,Samsung Galaxy S22 5G S901U (Fully Unlocked) 128GB Phantom White (Good),321.99,321.99,35.56
8796,Apple iPhone 4 Black (ATT) A1332  8GB GSM  CDMA Very Good Used IOS 6.0.1,46.88,46.88,27.44
8797,Samsung Galaxy S7 SM-G930P Sprint Unlocked 32GB Black Very Good,69.99,69.99,28.13
8798,Original4.0'' Samsung Galaxy S Duos 2 S7582 3G Wifi Unlocked 4GB ROM Android,52.16,52.16,18.00
8799,Samsung Galaxy S10+ 128GB Sprint Prism White Excellent Condition,220.62,220.62,62.05
8800,Samsung Galaxy A20 SM-A205U T-Mobile Unlocked 32GB Black C,69.99,69.99,28.13
8801,Samsung Galaxy A51 5G SM-A516U 128GB Unlocked  Prism Blue - Good Condition,119.99,119.99,29.60
8802,Samsung Galaxy A21 SM-A215U 32GB 3GB RAM Black (GSM Unlocked) Smartphone - Good,105.0,105.0,29.93
8803,Samsung Galaxy S21 Ultra 5G SM-G998U 128GB Phantom Silver Unlocked  - IMAGE BURN,304.99,304.99,35.06
8804,Samsung Galaxy S21 5G SM-G991U - 128GB - Phantom Gray (T-Mobile) - Very Good,214.99,214.99,33.18
8805,Samsung Galaxy Note 10+ 5G N976V Verizon Unlocked 256GB Black C Heavy Burn,229.99,229.99,32.85
8806,Samsung Messager Touch R631 Handset (CDMA),19.99,19.99,27.42
8807,Samsung Galaxy C7 Pro C7010 64GB ROM 4GB RAM Original Phone Unlocked Android,100.84,100.84,ree s
8808,Samsung Galaxy S3 16GB Verizon Smartphone 4G LTE Touchscreen Android Grade,57.43,57.43,97.28
8809,Samsung Galaxy S10 SM-G973U Sprint Unlocked 128GB Prism White Good Light Burn,139.99,139.99,30.19
8810,"Vintage UnbrandedGo Samsung a137 2G GSM flip phone color screen, good condition",7.49,7.49,35.51
8811,SAMSUNG SGH Z500 GREY CELL PHONE,6.47,6.47,16.19
8812,SAMSUNG SGH B520B GSM UNLOCKED SIM FREE UNLOCK CELL PHONE,43.2,43.2,16.19
8813,Original Samsung E2530 2G bands GSM 850 900 1800 1900 Bluetooth Radio Flip Phone,49.94,49.94,ree s
8814,Original Unlocked Samsung E1200M E1200 Pusha 2G GSM 900 / 1800 1.52 in Cellphone,47.99,47.99,ree s
8815,"Android Samsung Galaxy Grand Prime SM-G530T WIFI 5MP 4G GPS 5"" Touchscreen",57.94,57.94,ree s
8816,Samsung Galaxy S21+ 5G G996U T-Mobile Unlocked 128GB Black C Extreme Burn,169.99,169.99,31.08
8817,Unlocked / T-Mobile / Metro Samsung Galaxy A21 A215U 4G LTE Smart Phone *B GRADE,84.8,84.8,36.29
8818,Black Samsung SGH-A157 A157 GSM 3G Original Cellular FlipPhone,64.59,64.59,ree s
8819,Siemens A65 - Sparkling silver (Unlocked) Mobile Phone,24.04,24.04,11.38
8820,Original Samsung Galaxy C5 SM-C5000 32/64GB 4GB RAM LTE Unlocked Smartphone,128.86,146.01,ree s
8821,Samsung Galaxy J3 (2018) J337A (AT&T) J337V (Verizon) J337T (T-Mobile) Phone,79.85,79.85,ree s
8822,Samsung Galaxy PREVAIL SPH-M820 BOOST Mobile Phone Android BLACK GPS 3G Untested,9.0,9.0,35.95
8823,Smartphone Samsung Galaxy A42 5G A426U (Verizon)SM-A426V Android Original,145.98,145.98,ree s
8824,"Samsung Galaxy S10e SM-G970U,128GB,6GB RAM Sprint,metro,T_mobile",119.99,119.99,30.37
8825,Samsung Galaxy On5 Duos SM-G5500 Android DUAL SIM8GB ROM 1.5GB RAM SmartPhone,89.29,89.29,ree s
8826,Samsung Galaxy A13 - 32GB - Black (Boost Mobile) (Single SIM) Smartphone,79.98,79.98,67.05
8827,🏯 Samsung Galaxy A12 - 32GB Black Total Wireless Smartphone 🆕👉NO SIM CARD ‼️,102.99,102.99,29.87
8828,Samsung Galaxy Smartphone S8 SM-G950U - 64GB - Midnight Black (Verizon),109.99,109.99,30.08
8829,Samsung Galaxy S22 SM-S901U - 128GB - Phantom White (Unlocked),395.0,395.0,38.49
8830,Samsung Freeform III SCH-R380 - Black (MetroPCS)  Can be used  As prob for Movie,11.99,11.99,31.48
8831,Original Samsung Galaxy A32 5G A326U 4GB/64GB 4G LTE Android Smartphone,136.92,136.92,ree s
8832,"2.2"" Samsung C3560 Unlocked2MP Bluetooth Stylish Flip Mobile Phone Original",52.24,52.24,18.00
8833,Galaxy A50 4G LTE Black 64GB Factory Unlocked (SM-A505U) - Very Good,119.0,119.0,30.34
8834,Read* Samsung Galaxy Z Flip 3 5G - 128GB - Black (T-Mobile Unlock) ~55632,128.22,128.22,29.84
8835,Samsung Galaxy A54 5G SM-A546U T-Mobile Unlocked 128GB Black Very Good,249.99,249.99,34.21
8836,Samsung Galaxy Z Flip 3 5G F711U Verizon Unlocked 128GB Black C Crease,189.99,189.99,31.67
